ID,Gender,Age,Height,Weight,Body Shape,bkgApose,nobkgApose,bkgStandardPose,nobkgStandardPose,bkgTpose,nobkgTpose,bkgFreePose,nobkgFreePose,MidNeckCircumference,NeckCircumference1,ShoulderWidth,SleeveCircumference,ArmLength-1,BicepsCircumference,WristCircumference,BreastCircumference,UpperBreastCircumference,LowerBreastCircumference,WaistCircumference1,AbodomenCircumference,CoxaCircumference,HipCircumference,ThighCircumference,CalfCircumference,LegLength-1,FrontNeck2HipLength-1,BackNeck2HipLength-1,NeckCircumference-2,ArmLength-2,WaistCircumference-2,LegLength-2,FrontNeck2HipLength-2,BackNeck2HipLength-2,HeightOfChest,DistanceOfChest,NapeToWaist,Knee circumference,WidthOfBack,Coxa2HipBottom,UpperHipCircumference
518,female,41,149,46.45,rectangle,2678-0591_1.png,452-0591_1.png,NaN,NaN,NaN,NaN,NaN,NaN,30,34,39.5,45,47.5,24,14.5,85.5,84,73,70,80.5,87.8,89.5,51,32,84.5,58,52.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
519,female,41,160,66.7,rectangle,2679-0592_2.png,453-0592_2.png,NaN,NaN,NaN,NaN,NaN,NaN,35.5,38.5,44,38.5,50,31,16.8,99,92.8,89,82.5,89,96.5,98,59,36.8,91,61.5,59.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
520,female,40,154.5,50.8,triangle,2680-0593_1.jpg,454-0593_1.png,NaN,NaN,NaN,NaN,NaN,NaN,31,37,42,43,50,30,15,88,85,76,75,81,93,92.5,50,38,91,63,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
521,female,41,171,58.5,hourglass,2681-0594_2.png,455-0594_2.png,NaN,NaN,NaN,NaN,NaN,NaN,31,35,44,41,51.5,28,16,84,84,72,69,77,92,94,51,36,104,69,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
522,female,47,167.5,67.8,rectangle,2682-0595_3.png,456-0595_3.png,NaN,NaN,NaN,NaN,NaN,NaN,36,40,42.5,52.2,58.2,31,16.5,100,95.5,89,84,87.5,97,98,55,35.8,96.5,67,62.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
523,female,48,157,59.6,rectangle,2683-0596_2.png,457-0596_2.png,NaN,NaN,NaN,NaN,NaN,NaN,33,37,41,40,53.5,29.2,15.7,93.5,97.5,79.2,78,83.5,90.5,95,53,36,89.2,62,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
524,female,47,165,72.3,triangle,2684-0597_1.png,458-0597_1.png,NaN,NaN,NaN,NaN,NaN,NaN,35,39,44,44,57,30,17,94,96,82,84,87,98,103,58,44,94,65,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
525,female,41,157.5,52.6,hourglass,2685-0600_3.png,459-0600_3.png,NaN,NaN,NaN,NaN,NaN,NaN,31,35,40.5,37,54,27,15,85,82,71.5,69.5,75,86.8,94,49,36,90.4,62.5,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
526,female,47,160.5,51.5,rectangle,2686-0601_4.png,460-0601_4.png,NaN,NaN,NaN,NaN,NaN,NaN,32,36,40,35,53,26,16,88,86,78,74,76,86,91,51,35,96,63,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
527,female,44,157.5,67.8,rectangle,2687-0602_3.png,461-0602_3.png,NaN,NaN,NaN,NaN,NaN,NaN,36,38.5,44,46,52,30,18,98,97,89,86,93,101,98,56,37,90,65,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
528,female,41,153,44.35,triangle,2688-0603_1.png,462-0603_1.png,NaN,NaN,NaN,NaN,NaN,NaN,29,34,37,36.2,53.2,23.5,16.2,80.5,78,70,66,73,84,86,47,34.5,92,55,53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
529,female,43,163,57.8,rectangle,2689-0604_3.png,463-0604_3.png,NaN,NaN,NaN,NaN,NaN,NaN,33.8,37.6,45,43.2,53.5,29.8,14.8,94.5,92.5,83,82,82,91.5,93,54.3,36,96.5,63,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
530,female,39,163.5,88.2,rectangle,2690-0605_4.png,464-0605_4.png,NaN,NaN,NaN,NaN,NaN,NaN,32,38,45.5,56,55.8,39,17.2,115.4,113,110,109.5,114,120,119.5,68,43,93,72.5,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
531,female,46,161.5,60.4,rectangle,2691-0606_3.png,465-0606_3.png,NaN,NaN,NaN,NaN,NaN,NaN,33,36,40,43,54.5,31.5,15.5,95.5,92.5,85,82,89.8,95,97.2,58,37.5,95.5,68,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
532,female,49,155,54.5,triangle,2692-0608_1.png,466-0608_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33,35.6,40,40,49.5,28.5,15,87,86.3,81,73.5,79.3,88,94.5,55.5,37.5,88.2,63,59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
533,female,48,150,53.6,rectangle,2693-0609_2.png,467-0609_2.png,NaN,NaN,NaN,NaN,NaN,NaN,31.8,35.2,38.5,43,53,30,16,91.5,89,83.5,81,86.5,93.2,93.2,49.8,35,87,60.5,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
534,male,54,159.5,61.2,NaN,2694-0610_3.png,468-0610_3.png,NaN,NaN,NaN,NaN,NaN,NaN,36.8,38.5,43.5,50.5,56.5,31,16.5,100,99.5,NaN,97,91,92.3,89.5,48,36,91,68,64.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
535,male,53,156.5,71.1,NaN,2695-0611_2.png,469-0611_2.png,NaN,NaN,NaN,NaN,NaN,NaN,39.5,41.5,47,53,52.5,34,18.5,103,107,NaN,94,98,98.5,101,54,41,85,52,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
536,male,29,168.5,56.3,NaN,2696-0612_4.png,470-0612_4.png,NaN,NaN,NaN,NaN,NaN,NaN,35,39,41,47,55,26,16.5,84,89,NaN,72,68,83.38,91.8,50.5,34.3,97,68,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
537,female,46,156.5,52.7,triangle,2697-0613_2.png,471-0613_2.png,NaN,NaN,NaN,NaN,NaN,NaN,30.3,34,40,37,48.5,29.5,15.3,87.2,87.8,76.7,72.4,79,87.8,92,50,34.7,91.8,61,58.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
538,female,47,158.5,60.6,rectangle,2698-0614_1.png,472-0614_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33.5,38,40,52,53,33,17,96,93,91,81,88,96,99,59,39,93,63,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
539,female,48,161,60.45,triangle,2699-0615_1.png,473-0615_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33.6,39,39.2,54.8,55.4,29.8,15.3,93,91,82.2,79.4,87,102,99.5,55.8,37.4,92.3,66,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
540,female,35,161.5,48,triangle,2700-0616_1.png,474-0616_1.png,NaN,NaN,2994-0616_3.png,475-0616_3.png,NaN,NaN,34,37,40,42,52,24,16,85.5,78,79,68,69,78,90,51,35,94,59,59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
541,female,37,164,71.8,rectangle,2701-0618_1.png,476-0618_1.png,NaN,NaN,NaN,NaN,NaN,NaN,34,40,43,45,52,34.5,17.5,102,95.5,94,85.5,91,103,104.5,63,39,94,62,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
542,female,49,159.5,74.45,rectangle,2702-0620_6.png,477-0620_6.png,NaN,NaN,NaN,NaN,NaN,NaN,34.5,37,45,44,51,31.3,16.3,103.7,99,94,94.5,99.8,103.8,106,54.5,39,94,68,66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
543,female,48,170.5,67,rectangle,2703-0621_1.png,478-0621_1.png,NaN,NaN,NaN,NaN,NaN,NaN,36,44,42.5,50,52,31,17,101,94,92,84,94,99.5,101,61,39,93,68,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
544,female,49,160,70,rectangle,2704-0622_1.png,479-0622_1.png,NaN,NaN,NaN,NaN,NaN,NaN,35.5,37,45,40,53,31,18,98,95,88,87,90.5,99,102,57,42,94,63,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
545,female,45,166.5,68,rectangle,2705-0623_1.png,480-0623_1.png,NaN,NaN,NaN,NaN,NaN,NaN,36,42,44,52,54,33,17,99,95,93.5,85.5,91,97,100,57,37.5,97,61,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
546,female,44,161,65.1,rectangle,2706-0624_1.png,481-0624_1.png,NaN,NaN,NaN,NaN,NaN,NaN,35,39,40,50,53,31,17,100,96,93,87,94,98,102,59.5,36,93,62,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
547,female,48,158.5,53.1,rectangle,2707-0625_1.png,482-0625_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33,38,38,43,49,26,16,94,87,87,79,87,91.5,92.5,53,33.5,94,64,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
548,female,43,161.5,66.75,hourglass,2708-0626_1.png,483-0626_1.png,NaN,NaN,NaN,NaN,NaN,NaN,32.5,36,41,44,55,32,17,93,91,77,75,91,97,101,54,39,93,67,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
549,female,49,159,60.3,rectangle,2709-0627_1.png,484-0627_1.png,NaN,NaN,NaN,NaN,NaN,NaN,39,41,42,43,55,28,16.5,95,89,86,84,89,95,94,59,35,91,65,59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
550,female,48,155.5,52.6,rectangle,2710-0628_1.png,485-0628_1.png,NaN,NaN,NaN,NaN,NaN,NaN,35,41,40,46,50,29.5,16,93,90,90,80,87,89,95.5,52,33.5,90,60,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
551,female,40,167,62.95,rectangle,2711-0629_2.png,486-0629_2.png,NaN,NaN,NaN,NaN,NaN,NaN,38,41,42,52,55,31,18,93,92,88,83,87,94,95.5,56,38,96,63.5,59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
552,female,33,161,65.6,triangle,2712-0630_1.png,487-0630_1.png,NaN,NaN,NaN,NaN,NaN,NaN,34.5,37,42.5,46.5,53,31,16,94,95,82,78,91,97,103,56,40,87,70,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
553,female,48,164.5,64,rectangle,2713-0631_1.png,488-0631_1.png,NaN,NaN,NaN,NaN,NaN,NaN,34,36,46,50,53,31,17,96,92.5,89,84.5,89,95,100,59,36.5,91,60,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
554,female,43,159,53.7,rectangle,2714-0632_1.png,489-0632_1.png,NaN,NaN,NaN,NaN,NaN,NaN,32,34,41,43,56,28,16,90,88,76,74,83,91,94,49,33,96,62,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
555,female,44,160.5,58.5,rectangle,2715-0633_1.png,490-0633_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33,36,38,44,54,26,16,91,85,78,74,83,93,94,52,37,88,66,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
556,female,39,159,57.55,triangle,2716-0634_1.png,491-0634_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33,39,42.5,46,52,28,15.5,89,88,79,80,87,96.5,98,61,35,91,57,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
557,female,37,155.5,58.7,rectangle,2717-0635_1.png,492-0635_1.png,NaN,NaN,NaN,NaN,NaN,NaN,34,37,40,37,50,25.5,15,96,89,84,83,89,92,94,51,37,93,65,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
558,female,48,157,50.45,triangle,2718-0636_1.png,493-0636_1.png,NaN,NaN,NaN,NaN,NaN,NaN,32,35,42,40,47,25,16,87,85,83,70,74,85,93,56,35,90,62,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
559,female,47,156.5,60.6,inverted triangle,2719-0637_1.png,494-0637_1.png,NaN,NaN,NaN,NaN,NaN,NaN,37,42,41,49,50.5,30,16,102,94,92,85,86,92,97,56,37.5,92,60,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
560,female,38,171.5,66.9,rectangle,2720-0638_1.png,495-0638_1.png,NaN,NaN,NaN,NaN,NaN,NaN,34.5,39,44,48,55,30,17.5,96,94,87,77,89,98.5,100,60,38,99,66,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
561,female,45,161,58.5,rectangle,2721-0639_1.png,496-0639_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33.4,35.5,41,46,50,28,15,95,91,91,81,86.5,91.5,96,56,34.5,91,63,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
562,female,43,154.5,56,rectangle,2722-0641_1.png,497-0641_1.png,NaN,NaN,NaN,NaN,NaN,NaN,36,37,41,43,56,29.5,17,94,89,82,76,79,90,95,53,36,88,65,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
563,female,46,156.5,61,rectangle,2723-0642_1.png,498-0642_1.png,NaN,NaN,NaN,NaN,NaN,NaN,35,41,40,50,51,30,16,101,93,95.5,88,91,90,97,57,36.5,91,60,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
564,male,50,171.5,74.7,NaN,2724-0643_1.png,499-0643_1.png,NaN,NaN,NaN,NaN,NaN,NaN,38,41,43,50,54,31.5,18,94.5,96,NaN,86.5,93,98,103,57.5,40,99,71,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
565,female,50,163,63.5,rectangle,2725-0645_1.png,500-0645_1.png,NaN,NaN,NaN,NaN,NaN,NaN,35,38,45,46,52,29,17,101.5,95,95,86,89,95,98,53,36,96.5,64,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
566,female,41,165,80.45,rectangle,2726-0646_1.png,501-0646_1.png,NaN,NaN,NaN,NaN,NaN,NaN,37,41,47,48,52,35,19,109,99.5,99.5,92,102,110,110.5,69,40,96,63,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
567,female,28,152.5,47.45,hourglass,2727-0648_1.png,502-0648_1.png,NaN,NaN,NaN,NaN,NaN,NaN,37,41,42,38,49,26,15,84,81,75,66,68,78,93.5,54,35,91,61,54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
568,female,30,157,54.5,triangle,2728-0649_1.png,503-0649_1.png,NaN,NaN,NaN,NaN,NaN,NaN,31,36,40,43,50,28,17,86,84,75,70,83,88,93,53,36,93,63,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
569,female,43,163,51,rectangle,2729-0650_1.png,504-0650_1.png,NaN,NaN,NaN,NaN,NaN,NaN,32,36,39,43,50,27,16,85,87,76,72,78,88,88,50,37,97,64,59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
570,female,43,153.5,58.5,rectangle,2730-0651_1.png,505-0651_1.png,NaN,NaN,NaN,NaN,NaN,NaN,35,36,41,45,50,30,16,95,91,85,83,83,92,92,54,37,90,63,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
571,female,28,155.5,73,rectangle,2731-0652_1.png,506-0652_1.png,NaN,NaN,NaN,NaN,NaN,NaN,38,41,40,50,54,34,18,107.5,98,102,94,95.5,105.5,109.5,65,39.5,88,63,54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
572,male,36,168.5,88.95,NaN,2732-0653_1.png,507-0653_1.png,NaN,NaN,NaN,NaN,NaN,NaN,42,45,48,55.5,53,33,19,106.5,111,NaN,102,103,110,113,62.5,41,97,69,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
573,male,53,177,78.05,NaN,2733-0654_1.png,508-0654_1.png,NaN,NaN,NaN,NaN,NaN,NaN,37,41,46,47.5,59,29,21.5,104,108,NaN,94,97,98,96,50,40,97,77,69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
574,female,46,160.5,62,triangle,2734-0655_2.png,509-0655_2.png,NaN,NaN,NaN,NaN,NaN,NaN,37,43,41,53,51,34,16.5,91,86,88,81,85,92,97,60,39,95,61,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
575,female,29,153.3,41.5,hourglass,2735-0656_1.png,510-0656_1.png,NaN,NaN,NaN,NaN,NaN,NaN,30,33,38,37,49,24,16,74,72,66,61,72,82,86,43,30,90,67,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
576,female,47,160,49.5,triangle,2736-0657_1.png,511-0657_1.png,NaN,NaN,NaN,NaN,NaN,NaN,34,36.5,37,40.5,50,26,15,84,83,82,71,77,89.5,91,52,35,95,58,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
577,female,39,160.5,74.5,rectangle,2737-0659_1.png,512-0659_1.png,NaN,NaN,NaN,NaN,NaN,NaN,38,43,47,50,51,33,17.5,105,102,92,89,98,109,104,55.5,41,94.5,73,66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
578,female,47,152,45.85,rectangle,2738-0660_1.png,513-0660_1.png,NaN,NaN,NaN,NaN,NaN,NaN,30,33,40,46,49.5,26,17,89.5,87.5,86,79,83,91,91,51,32,90,59,54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
579,female,25,162,118.8,triangle,2739-0661_3.png,514-0661_3.png,NaN,NaN,NaN,NaN,NaN,NaN,41.5,44,55,58.5,55,43,21,123.5,118.5,113,112,123,138,133,76.5,51.1,92,78,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
580,female,49,154.5,55.2,rectangle,2740-0663_3.png,515-0663_3.png,NaN,NaN,NaN,NaN,NaN,NaN,33,37,41,43,46.5,28,16.5,93,90,92,81,82,88,93,55,34,89,60,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
581,female,34,164,69.2,triangle,2741-0664_1.png,516-0664_1.png,NaN,NaN,NaN,NaN,NaN,NaN,36.5,40,44,55,55,29.5,16,99,95,89,88,98,105,106,59,40,93,64,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
582,female,32,161.5,60,rectangle,2742-0665_1.png,517-0665_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33,39,41,47,54,28,16,95.5,94,91,82,86,92.5,97,57,37,95,64,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
583,female,35,169.5,78,rectangle,2743-0666_2.png,518-0666_2.png,NaN,NaN,NaN,NaN,NaN,NaN,38,40,43,50,57,31,16,105,102,96,97,111,112,103,55,40,96,70,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
584,female,44,165.5,48,rectangle,2744-0667_2.png,519-0667_2.png,NaN,NaN,NaN,NaN,NaN,NaN,30,33,39,45.4,52,27,16,88,86,75,70,81,89,91,48,34,94,68,59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
585,female,46,158,57.8,rectangle,2745-0668_4.png,520-0668_4.png,NaN,NaN,NaN,NaN,NaN,NaN,33,38,41,43,51,27,16,93,91,82,81,85,88,94,49,37,93,69,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
586,female,41,151,53.5,rectangle,2746-0669_1.png,521-0669_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33.5,36,39,42,48.5,29,16,90,85,87,75,83,90.5,90,52,34.5,89,60,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
587,female,47,159.5,57,triangle,2747-0670_1.png,522-0670_1.png,NaN,NaN,NaN,NaN,NaN,NaN,35,40,44,45,51.5,28,16,88,85.5,83.5,74,79,87,97,57,37,94,60,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
588,female,50,149.5,57,rectangle,2748-0671_1.png,523-0671_1.png,NaN,NaN,NaN,NaN,NaN,NaN,34,38,40,49,47,30,17,94,92.5,93,87,88,93,95,56,34.5,90,59,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
589,female,41,165,70.5,rectangle,2749-0674_1.png,524-0674_1.png,NaN,NaN,NaN,NaN,NaN,NaN,37,45,45.5,53,54,34.5,18.5,101,86,92,86,91,97,102,61,37,94,61,59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
590,female,44,160.5,61,triangle,2750-0675_1.png,525-0675_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33,35,45,44,57,29,16,87,87,78,75,85,96,99,53,36,90,64,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
591,female,48,162.5,62.75,rectangle,2751-0676_1.png,526-0676_1.png,NaN,NaN,NaN,NaN,NaN,NaN,36,39,43,42,51,29,16.5,93,92,83,81,85,95,97,53,38,95,65,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
592,female,31,159.5,48.8,hourglass,2752-0677_1.png,527-0677_1.png,NaN,NaN,NaN,NaN,NaN,NaN,31,36,39,44,51,26,15,92,82,77,69,71,79,91.5,54,35,95,59,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
593,female,42,155.5,72.4,rectangle,2753-0678_2.png,528-0678_2.png,NaN,NaN,NaN,NaN,NaN,NaN,33.8,38,42,46.5,47,33,17.5,107,97,102,94,97,101,105,64,39,86,63,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
594,female,48,154.5,57.85,rectangle,2754-0679_3.png,529-0679_3.png,NaN,NaN,NaN,NaN,NaN,NaN,33.5,36,43,47,48.5,29,17,97,92,90,79,85,92,97,58,38,93,62,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
595,female,41,155.5,48.4,triangle,2755-0680_2.png,530-0680_2.png,NaN,NaN,NaN,NaN,NaN,NaN,34,36,43,42,50,28,16,82.5,80,78,71,76,87,88.5,54,34,92,60,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
596,female,36,146.5,50.05,inverted triangle,2756-0681_2.png,531-0681_2.png,NaN,NaN,NaN,NaN,NaN,NaN,33,35,38,47,44,28,16,93,84,87.5,78.5,80,91,88,53,34,85,56,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
597,female,47,155,53.95,triangle,2757-0682_1.png,532-0682_1.png,NaN,NaN,NaN,NaN,NaN,NaN,32,34,40,40,50.5,26,16,90,85,83.5,76,80,90,95,55,35,94,57,53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
598,female,37,163,56,triangle,2758-0683_1.png,533-0683_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33,37,43.5,39,53,25,15,88,86,73,72,83,89,95,52,37,94,68,59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
599,female,30,162,71.85,rectangle,2759-0684_3.png,534-0684_3.png,NaN,NaN,NaN,NaN,NaN,NaN,37,44,46,47,51,31,18,105,101,102,89,96,98,102,65,41.5,88,62,59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600,female,36,161,64,rectangle,2760-0685_1.png,535-0685_1.png,NaN,NaN,NaN,NaN,NaN,NaN,34,37,43,54,50,33,17,98,92,90,78.5,88.5,96,102.5,61.5,38,96,65,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
601,female,36,162,63.15,rectangle,2761-0686_1.png,536-0686_1.png,NaN,NaN,NaN,NaN,NaN,NaN,35,42,42.8,47,51,31,16.5,101,99,93,82,91,95,98,55,37,92,62,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
602,male,41,170,63.65,NaN,2762-0688_1.png,537-0688_1.png,NaN,NaN,NaN,NaN,NaN,NaN,36,38,46,48,56,29,21.5,90,96,NaN,81,93,88,90,51,37,91,72,68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603,female,55,154,46.6,rectangle,2763-0689_3.png,538-0689_3.png,NaN,NaN,NaN,NaN,NaN,NaN,34,36,43,46,47,36,18,83,83,79,72,76,85,87,51,33,91,58,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
